treatment,replicate,environment,sites,site_usage,norm_site_usage
c100,c100__rep_25,nand-not+,h-divide|sub|h-search|h-alloc|set-flow|nop-A|h-divide|sub|h-search|h-alloc|set-flow|nop-A|nop-B|mov-head|nop-C|IO-Sense|nop-A|get-head|inc|swap|h-divide|pop|get-head|swap-stk|dec|dec|if-n-equ|h-alloc|add|shift-r|sub|set-flow|shift-r|nop-C|set-flow|IO-Sense|dec|h-alloc|dec|jmp-head|if-less|shift-r|swap-stk|jmp-head|nop-B|h-alloc|sub|nop-A|if-label|shift-r|swap|if-less|h-search|inc|IO-Sense|shift-l|inc|h-alloc|swap-stk|h-copy|swap|swap|nand|shift-l|swap|h-alloc|inc|swap|h-copy|h-alloc|shift-l|add|h-alloc|if-less|pop|swap|nand|h-copy|if-label|nand|jmp-head|sub|if-n-equ|if-label|swap-stk|nand|set-flow|inc|nand|swap-stk|IO|swap-stk|nop-C|IO|IO|nop-C|nop-A|swap-stk|nand|IO-Sense|pop|nand|IO|nand|IO|shift-l|add|h-search|h-copy|if-label|nop-C|h-divide|h-copy|h-copy|h-copy|h-copy|mov-head|mov-head|nop-A,1|1|1|1|1|0|1|1|1|1|1|0|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|24|24|0|1|23|23|23|23|23|0|0,0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.0|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.0|0.00392156862745|0.00392156862745|0.0|0.00392156862745|0.0|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.0|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.0|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.00392156862745|0.0941176470588|0.0941176470588|0.0|0.00392156862745|0.0901960784314|0.0901960784314|0.0901960784314|0.0901960784314|0.0901960784314|0.0|0.0
c100,c100__rep_17,nand+not-,h-divide|h-alloc|sub|set-flow|nop-A|mov-head|nop-C|pop|dec|nand|swap|nand|if-less|jmp-head|h-alloc|nop-A|swap-stk|h-alloc|IO|nop-B|IO-Sense|nop-B|nop-B|if-less|nop-C|nop-C|nop-B|inc|swap|shift-l|pop|if-n-equ|pop|nand|inc|sub|IO-Sense|IO|swap|nop-B|add|inc|push|if-less|swap-stk|pop|nop-C|if-label|IO|sub|add|dec|pop|nop-B|swap|shift-r|add|add|h-divide|dec|push|swap|nop-B|nop-A|nop-A|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|nop-A,1|1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|10|10|10|10|10|10|10|10|0|1|9|9|0,0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0|0.00649350649351|0.0584415584416|0.0584415584416|0.0
c100,c100__rep_17,nand-not+,h-divide|h-alloc|sub|set-flow|nop-A|mov-head|nop-C|pop|dec|nand|swap|nand|if-less|jmp-head|h-alloc|nop-A|swap-stk|h-alloc|IO|nop-B|IO-Sense|nop-B|nop-B|if-less|nop-C|nop-C|nop-B|inc|swap|shift-l|pop|if-n-equ|pop|nand|inc|sub|IO-Sense|IO|swap|nop-B|add|inc|push|if-less|swap-stk|pop|nop-C|if-label|IO|sub|add|dec|pop|nop-B|swap|shift-r|add|add|h-divide|dec|push|swap|nop-B|nop-A|nop-A|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|nop-A,1|1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|10|10|10|10|10|10|10|10|0|1|9|9|0,0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.00649350649351|0.0|0.00649350649351|0.00649350649351|0.00649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0649350649351|0.0|0.00649350649351|0.0584415584416|0.0584415584416|0.0
c100,c100__rep_41,nand-not+,h-divide|if-less|nop-B|mov-head|nop-B|nand|nop-C|h-search|shift-r|if-label|nop-A|if-label|nop-A|nop-C|h-search|swap-stk|IO|nop-C|IO|add|IO-Sense|sub|IO|nand|IO-Sense|nop-B|dec|nop-B|pop|nop-C|IO-Sense|add|IO|nand|h-divide|IO|h-divide|get-head|nop-A|h-divide|if-n-equ|if-less|shift-r|nop-C|IO-Sense|nop-A|h-alloc|if-label|h-search|dec|set-flow|nop-A|IO-Sense|pop|mov-head|nop-C|swap|nop-A|shift-l|dec|nop-B|h-search|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|0|0|1|1|0|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|0|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|13|13|13|13|0|0|1|12|12|12|12|0|0,0.00680272108844|0.00680272108844|0.0|0.0|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.0|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.0884353741497|0.0884353741497|0.0884353741497|0.0884353741497|0.0|0.0|0.00680272108844|0.0816326530612|0.0816326530612|0.0816326530612|0.0816326530612|0.0|0.0
c100,c100__rep_41,nand+not-,h-divide|if-less|nop-B|mov-head|nop-B|nand|nop-C|h-search|shift-r|if-label|nop-A|if-label|nop-A|nop-C|h-search|swap-stk|IO|nop-C|IO|add|IO-Sense|sub|IO|nand|IO-Sense|nop-B|dec|nop-B|pop|nop-C|IO-Sense|add|IO|nand|h-divide|IO|h-divide|get-head|nop-A|h-divide|if-n-equ|if-less|shift-r|nop-C|IO-Sense|nop-A|h-alloc|if-label|h-search|dec|set-flow|nop-A|IO-Sense|pop|mov-head|nop-C|swap|nop-A|shift-l|dec|nop-B|h-search|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|0|0|1|1|0|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|0|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|13|13|13|13|0|0|1|12|12|12|12|0|0,0.00680272108844|0.00680272108844|0.0|0.0|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.0|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.0|0.00680272108844|0.00680272108844|0.0|0.00680272108844|0.0884353741497|0.0884353741497|0.0884353741497|0.0884353741497|0.0|0.0|0.00680272108844|0.0816326530612|0.0816326530612|0.0816326530612|0.0816326530612|0.0|0.0
c100,c100__rep_36,nand+not-,add|push|push|if-label|h-alloc|get-head|set-flow|nop-A|IO-Sense|mov-head|nop-C|nop-B|nop-B|h-alloc|if-n-equ|if-less|IO|nop-C|IO|IO|nand|IO-Sense|set-flow|add|pop|sub|IO|swap-stk|h-search|dec|h-search|add|nand|pop|dec|if-less|get-head|set-flow|h-search|sub|inc|if-n-equ|if-label|nop-A|if-label|nop-A|nop-A|h-alloc|if-label|h-search|nop-C|inc|jmp-head|nand|h-alloc|swap|shift-l|h-alloc|dec|sub|nop-C|nand|h-search|set-flow|add|nop-A|swap-stk|IO|if-label|shift-l|nop-B|IO-Sense|pop|h-alloc|nop-B|h-copy|nop-A|inc|nop-C|nand|swap|h-divide|h-search|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A,1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|19|19|19|0|2|18|18|18|18|0,0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0935960591133|0.0935960591133|0.0935960591133|0.0|0.00985221674877|0.0886699507389|0.0886699507389|0.0886699507389|0.0886699507389|0.0
c100,c100__rep_36,nand-not+,add|push|push|if-label|h-alloc|get-head|set-flow|nop-A|IO-Sense|mov-head|nop-C|nop-B|nop-B|h-alloc|if-n-equ|if-less|IO|nop-C|IO|IO|nand|IO-Sense|set-flow|add|pop|sub|IO|swap-stk|h-search|dec|h-search|add|nand|pop|dec|if-less|get-head|set-flow|h-search|sub|inc|if-n-equ|if-label|nop-A|if-label|nop-A|nop-A|h-alloc|if-label|h-search|nop-C|inc|jmp-head|nand|h-alloc|swap|shift-l|h-alloc|dec|sub|nop-C|nand|h-search|set-flow|add|nop-A|swap-stk|IO|if-label|shift-l|nop-B|IO-Sense|pop|h-alloc|nop-B|h-copy|nop-A|inc|nop-C|nand|swap|h-divide|h-search|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A,1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|19|19|19|0|2|18|18|18|18|0,0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0|0.00492610837438|0.00492610837438|0.00492610837438|0.00492610837438|0.0935960591133|0.0935960591133|0.0935960591133|0.0|0.00985221674877|0.0886699507389|0.0886699507389|0.0886699507389|0.0886699507389|0.0
c100,c100__rep_8,nand+not-,IO-Sense|h-search|nop-C|IO|nop-C|h-alloc|set-flow|nop-A|mov-head|nop-C|nop-B|IO|nand|set-flow|IO-Sense|swap|pop|h-copy|swap|inc|sub|IO|nand|IO-Sense|IO|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|mov-head|nop-A,1|1|0|1|0|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|7|7|7|7|7|7|0|1|6|0,0.0140845070423|0.0140845070423|0.0|0.0140845070423|0.0|0.0140845070423|0.0140845070423|0.0|0.0140845070423|0.0|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0985915492958|0.0985915492958|0.0985915492958|0.0985915492958|0.0985915492958|0.0985915492958|0.0|0.0140845070423|0.0845070422535|0.0
c100,c100__rep_8,nand-not+,IO-Sense|h-search|nop-C|IO|nop-C|h-alloc|set-flow|nop-A|mov-head|nop-C|nop-B|IO|nand|set-flow|IO-Sense|swap|pop|h-copy|swap|inc|sub|IO|nand|IO-Sense|IO|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|mov-head|nop-A,1|1|0|1|0|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|7|7|7|7|7|7|0|1|6|0,0.0140845070423|0.0140845070423|0.0|0.0140845070423|0.0|0.0140845070423|0.0140845070423|0.0|0.0140845070423|0.0|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0140845070423|0.0985915492958|0.0985915492958|0.0985915492958|0.0985915492958|0.0985915492958|0.0985915492958|0.0|0.0140845070423|0.0845070422535|0.0
c100,c100__rep_2,nand-not+,nop-A|IO|IO|nop-C|h-alloc|nand|nop-A|h-search|nop-A|h-search|nop-C|nop-C|h-copy|shift-l|mov-head|nop-C|IO-Sense|nop-A|pop|nop-C|pop|if-less|swap|nop-A|IO|nand|IO-Sense|IO|push|IO|IO-Sense|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|mov-head|h-divide|nop-A,1|1|1|0|1|1|0|1|0|1|0|0|1|1|1|0|1|0|1|0|1|1|0|1|1|1|1|1|1|1|1|1|6|6|6|6|6|6|6|6|5|1|0,0.012987012987|0.012987012987|0.012987012987|0.0|0.012987012987|0.012987012987|0.0|0.012987012987|0.0|0.012987012987|0.0|0.0|0.012987012987|0.012987012987|0.012987012987|0.0|0.012987012987|0.0|0.012987012987|0.0|0.012987012987|0.012987012987|0.0|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0649350649351|0.012987012987|0.0
c100,c100__rep_2,nand+not-,nop-A|IO|IO|nop-C|h-alloc|nand|nop-A|h-search|nop-A|h-search|nop-C|nop-C|h-copy|shift-l|mov-head|nop-C|IO-Sense|nop-A|pop|nop-C|pop|if-less|swap|nop-A|IO|nand|IO-Sense|IO|push|IO|IO-Sense|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|mov-head|h-divide|nop-A,1|1|1|0|1|1|0|1|0|1|0|0|1|1|1|0|1|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|6|6|6|6|6|6|6|6|5|1|0,0.012987012987|0.012987012987|0.012987012987|0.0|0.012987012987|0.012987012987|0.0|0.012987012987|0.0|0.012987012987|0.0|0.0|0.012987012987|0.012987012987|0.012987012987|0.0|0.012987012987|0.0|0.012987012987|0.0|0.012987012987|0.012987012987|0.012987012987|0.0|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.012987012987|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0779220779221|0.0649350649351|0.012987012987|0.0
c100,c100__rep_43,nand-not+,h-alloc|set-flow|nop-A|if-label|mov-head|nop-C|IO|set-flow|dec|h-alloc|IO|if-less|h-copy|if-n-equ|inc|shift-l|if-less|nop-C|add|dec|h-search|set-flow|h-copy|nand|IO|nop-B|shift-r|swap-stk|nop-A|if-label|pop|swap-stk|if-label|nop-C|sub|if-n-equ|h-alloc|get-head|nop-B|shift-l|push|sub|nand|nop-A|nop-B|if-label|if-n-equ|shift-l|h-search|h-copy|nop-C|if-label|dec|IO|nop-C|set-flow|sub|inc|nop-C|IO-Sense|sub|pop|nop-B|IO-Sense|dec|if-n-equ|if-less|h-divide|sub|IO|h-divide|dec|get-head|set-flow|sub|IO|dec|add|set-flow|add|inc|set-flow|nop-A|h-divide|h-copy|pop|nop-B|swap|swap-stk|shift-l|nand|add|if-less|sub|swap-stk|h-search|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|0|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|18|18|18|18|18|0|0|1|17|17|17|0|0,0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.0|0.00448430493274|0.0|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0807174887892|0.0807174887892|0.0807174887892|0.0807174887892|0.0807174887892|0.0|0.0|0.00448430493274|0.0762331838565|0.0762331838565|0.0762331838565|0.0|0.0
c100,c100__rep_43,nand+not-,h-alloc|set-flow|nop-A|if-label|mov-head|nop-C|IO|set-flow|dec|h-alloc|IO|if-less|h-copy|if-n-equ|inc|shift-l|if-less|nop-C|add|dec|h-search|set-flow|h-copy|nand|IO|nop-B|shift-r|swap-stk|nop-A|if-label|pop|swap-stk|if-label|nop-C|sub|if-n-equ|h-alloc|get-head|nop-B|shift-l|push|sub|nand|nop-A|nop-B|if-label|if-n-equ|shift-l|h-search|h-copy|nop-C|if-label|dec|IO|nop-C|set-flow|sub|inc|nop-C|IO-Sense|sub|pop|nop-B|IO-Sense|dec|if-n-equ|if-less|h-divide|sub|IO|h-divide|dec|get-head|set-flow|sub|IO|dec|add|set-flow|add|inc|set-flow|nop-A|h-divide|h-copy|pop|nop-B|swap|swap-stk|shift-l|nand|add|if-less|sub|swap-stk|h-search|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|0|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|18|18|18|18|18|0|0|1|17|17|17|0|0,0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.0|0.00448430493274|0.0|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0807174887892|0.0807174887892|0.0807174887892|0.0807174887892|0.0807174887892|0.0|0.0|0.00448430493274|0.0762331838565|0.0762331838565|0.0762331838565|0.0|0.0
